nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,66.66666666666667,66.66666666666667,20,0.0,804.0,10,0,0,1.0,1
1,13.333333333333334,39.333333333333336,20.0,512.0,522.0,10,0,242,200.4006064733601,0
2,118.66666666666667,40.666666666666664,-19.0,369.0,379.0,10,35,0,-1,0
3,26.0,124.0,-27.0,185.0,195.0,10,255,0,-1,1
4,121.33333333333333,73.33333333333333,-25.0,173.0,183.0,10,187,0,-1,0
5,124.0,43.333333333333336,39.0,477.0,487.0,10,0,279,270.95414383154275,1
6,38.666666666666664,12.666666666666666,10.0,192.0,202.0,10,0,272,111.76874515899715,0
7,40.0,47.333333333333336,-24.0,254.0,264.0,10,349,0,-1,0
8,57.333333333333336,100.0,22.0,499.0,509.0,10,0,400,390.49066908109677,0
9,26.666666666666668,63.333333333333336,-26.0,512.0,522.0,10,28,0,-1,0
10,82.0,60.0,21.0,25.0,35.0,10,0,415,0,0
11,36.666666666666664,66.66666666666667,22.0,45.0,55.0,10,0,290,0,0
12,12.0,23.333333333333332,-6.0,629.0,639.0,10,149,0,-1,0
13,58.666666666666664,101.33333333333333,13.0,160.0,170.0,10,0,258,37.2151915061658,0
14,17.333333333333332,27.333333333333332,14.0,153.0,163.0,10,0,18,4.1022889538598495,1
15,16.0,87.33333333333333,31.0,319.0,329.0,10,0,137,80.05581703377631,0
16,64.66666666666667,128.0,23.0,204.0,214.0,10,0,215,25.207732582154303,1
17,42.0,29.333333333333332,-29.0,510.0,520.0,10,343,0,-1,0
18,0.6666666666666666,36.0,-14.0,297.0,307.0,10,14,0,-1,1
19,89.33333333333333,104.66666666666667,-21.0,428.0,438.0,10,271,0,-1,0
20,117.33333333333333,88.0,10.0,348.0,358.0,10,0,235,78.17603767997278,0
21,103.33333333333333,11.333333333333334,32.0,106.0,116.0,10,0,201,25.521709357088234,1
22,106.0,124.66666666666667,9.0,487.0,497.0,10,0,404,254.28917648982238,1
23,116.0,129.33333333333334,-22.0,472.0,482.0,10,328,0,-1,0
24,90.66666666666667,60.0,18.0,37.0,47.0,10,0,79,0,0
25,0.6666666666666666,99.33333333333333,-16.0,413.0,423.0,10,296,0,-1,0
26,55.333333333333336,120.0,15.0,276.0,286.0,10,0,146,84.9409584761774,0
27,42.0,94.0,-16.0,163.0,173.0,10,250,0,-1,0
28,26.0,74.66666666666667,26.0,140.0,150.0,10,0,9,49.66233636322119,0
29,122.66666666666667,93.33333333333333,-6.0,366.0,376.0,10,159,0,-1,1
30,33.333333333333336,20.666666666666668,20.0,90.0,100.0,10,0,123,15.722553443562736,0
31,18.666666666666668,106.66666666666667,-17.0,403.0,413.0,10,399,0,-1,0
32,95.33333333333333,119.33333333333333,24.0,281.0,291.0,10,0,265,123.29204630567928,0
33,49.333333333333336,108.66666666666667,-26.0,650.0,660.0,10,119,0,-1,1
34,26.0,100.66666666666667,26.0,122.0,132.0,10,0,260,56.703876442273696,0
35,114.0,46.0,19.0,197.0,207.0,10,0,2,98.18832345308451,1
36,102.0,12.666666666666666,-19.0,343.0,353.0,10,97,0,-1,0
37,74.0,126.0,3.0,513.0,523.0,10,0,109,136.64225916637236,0
38,3.3333333333333335,81.33333333333333,15.0,373.0,383.0,10,0,153,150.6242617418681,0
39,106.0,70.0,20.0,586.0,596.0,10,0,395,53.09496243997261,1
40,32.666666666666664,66.0,32.0,227.0,237.0,10,0,384,49.749440653009366,1
41,35.333333333333336,116.66666666666667,28.0,213.0,223.0,10,0,128,143.49798354422902,1
42,32.0,70.66666666666667,23.0,183.0,193.0,10,0,209,85.2974261237084,0
43,67.33333333333333,84.66666666666667,31.0,27.0,37.0,10,0,72,0,0
44,99.33333333333333,52.0,6.0,457.0,467.0,10,0,150,165.7854235191978,0
45,52.0,112.66666666666667,-22.0,298.0,308.0,10,309,0,-1,0
46,104.66666666666667,94.66666666666667,13.0,70.0,80.0,10,0,390,5.259174541486545,0
47,50.0,113.33333333333333,-25.0,528.0,538.0,10,240,0,-1,0
48,104.0,62.0,-12.0,431.0,441.0,10,71,0,-1,0
49,3.3333333333333335,86.66666666666667,-18.0,660.0,670.0,10,206,0,-1,0
50,105.33333333333333,54.0,-13.0,519.0,529.0,10,275,0,-1,0
51,56.666666666666664,56.666666666666664,-17.0,579.0,589.0,10,58,0,-1,0
52,126.0,55.333333333333336,43.0,214.0,224.0,10,0,360,148.49803217356705,0
53,44.0,2.0,-13.0,381.0,391.0,10,183,0,-1,0
54,30.0,63.333333333333336,15.0,211.0,221.0,10,0,57,93.83484077845843,0
55,108.0,108.0,-6.0,353.0,363.0,10,114,0,-1,0
56,56.0,125.33333333333333,-20.0,498.0,508.0,10,136,0,-1,0
57,25.333333333333332,67.33333333333333,-15.0,342.0,352.0,10,54,0,-1,0
58,36.666666666666664,34.0,17.0,278.0,288.0,10,0,51,99.89485302595288,1
59,117.33333333333333,38.666666666666664,-18.0,236.0,246.0,10,383,0,-1,1
60,32.0,62.666666666666664,-15.0,383.0,393.0,10,104,0,-1,0
61,115.33333333333333,98.0,-20.0,479.0,489.0,10,286,0,-1,1
62,23.333333333333332,6.0,-11.0,240.0,250.0,10,252,0,-1,0
63,74.66666666666667,28.0,33.0,458.0,468.0,10,0,91,290.8148011545337,0
64,7.333333333333333,78.66666666666667,33.0,122.0,132.0,10,0,364,38.74340915341482,0
65,103.33333333333333,14.666666666666666,24.0,137.0,147.0,10,0,134,74.64905344409084,0
66,28.0,116.0,-30.0,123.0,133.0,10,273,0,-1,0
67,102.66666666666667,4.666666666666667,-30.0,360.0,370.0,10,126,0,-1,1
68,120.66666666666667,26.0,11.0,380.0,390.0,10,0,229,305.74379324562824,0
69,40.0,102.0,11.0,107.0,117.0,10,0,267,37.458620883674854,0
70,114.0,24.0,-21.0,643.0,653.0,10,230,0,-1,0
71,105.33333333333333,88.0,12.0,368.0,378.0,10,0,48,78.18119695588452,0
72,74.66666666666667,116.0,-31.0,80.0,90.0,10,43,0,-1,0
73,64.66666666666667,86.0,11.0,594.0,604.0,10,0,408,316.5015442516905,0
74,45.333333333333336,127.33333333333333,-13.0,542.0,552.0,10,141,0,-1,0
75,82.66666666666667,127.33333333333333,24.0,206.0,216.0,10,0,367,137.01986426371653,1
76,57.333333333333336,73.33333333333333,-11.0,549.0,559.0,10,344,0,-1,0
77,105.33333333333333,13.333333333333334,-11.0,582.0,592.0,10,287,0,-1,1
78,86.66666666666667,36.666666666666664,28.0,432.0,442.0,10,0,353,0.5983349579390809,0
79,120.0,44.0,-18.0,92.0,102.0,10,24,0,-1,0
80,12.0,39.333333333333336,-21.0,433.0,443.0,10,115,0,-1,0
81,92.66666666666667,105.33333333333333,-3.0,488.0,498.0,10,318,0,-1,0
82,24.666666666666668,97.33333333333333,-21.0,320.0,330.0,10,327,0,-1,0
83,11.333333333333334,21.333333333333332,16.0,481.0,491.0,10,0,412,44.50573407823042,0
84,57.333333333333336,46.0,14.0,186.0,196.0,10,0,85,58.97459691947372,0
85,44.666666666666664,46.666666666666664,-14.0,442.0,452.0,10,84,0,-1,0
86,79.33333333333333,75.33333333333333,35.0,48.0,58.0,10,0,169,0,0
87,90.66666666666667,8.0,21.0,134.0,144.0,10,0,173,9.496576624218594,0
88,32.666666666666664,47.333333333333336,-11.0,488.0,498.0,10,111,0,-1,1
89,80.66666666666667,32.0,-21.0,293.0,303.0,10,341,0,-1,0
90,78.66666666666667,78.0,20.0,49.0,59.0,10,0,288,0,0
91,69.33333333333333,58.666666666666664,-33.0,737.0,747.0,10,63,0,-1,0
92,59.333333333333336,117.33333333333333,13.0,437.0,447.0,10,0,214,4.908054508670242,0
93,30.666666666666668,26.666666666666668,-12.0,262.0,272.0,10,101,0,-1,0
94,52.0,48.0,9.0,35.0,45.0,10,0,205,0,0
95,46.0,100.0,-18.0,574.0,584.0,10,361,0,-1,1
96,4.0,80.0,-11.0,569.0,579.0,10,108,0,-1,0
97,102.66666666666667,19.333333333333332,19.0,269.0,279.0,10,0,36,42.17682429644095,0
98,46.666666666666664,86.66666666666667,-21.0,479.0,489.0,10,189,0,-1,0
99,114.66666666666667,124.0,35.0,121.0,131.0,10,0,185,51.1189722637079,1
100,15.333333333333334,112.0,13.0,489.0,499.0,10,0,257,240.69477221513802,0
