nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,66.66666666666667,66.66666666666667,20,0.0,765.0,10,0,0,1.0,1
1,89.33333333333333,4.0,20.0,237.0,267.0,10,0,80,113.75997495185625,0
2,42.0,38.666666666666664,20.0,55.0,85.0,10,0,90,0,1
3,42.666666666666664,34.666666666666664,-10.0,161.0,191.0,10,242,0,-1,0
4,92.66666666666667,4.666666666666667,20.0,108.0,138.0,10,0,195,42.487275264971814,0
5,73.33333333333333,5.333333333333333,-10.0,478.0,508.0,10,177,0,-1,0
6,52.666666666666664,128.66666666666666,30.0,0.0,660.0,10,0,69,0,1
7,53.333333333333336,126.66666666666667,-11.0,444.0,474.0,10,9,0,-1,0
8,105.33333333333333,54.0,-11.0,509.0,539.0,10,386,0,-1,0
9,40.0,102.0,11.0,97.0,127.0,10,0,7,36.64754580399573,0
10,94.0,5.333333333333333,20.0,100.0,130.0,10,0,309,11.143887495653848,0
11,8.666666666666666,54.0,-30.0,148.0,178.0,10,340,0,-1,0
12,45.333333333333336,76.66666666666667,-2.0,565.0,595.0,10,388,0,-1,0
13,100.66666666666667,88.0,6.0,0.0,695.0,10,0,215,0,0
14,58.666666666666664,95.33333333333333,-27.0,0.0,711.0,10,209,0,-1,0
15,10.666666666666666,56.0,20.0,173.0,203.0,10,0,327,45.41173280491473,0
16,103.33333333333333,11.333333333333334,32.0,99.0,129.0,10,0,411,10.67816102550513,1
17,46.0,100.0,-16.0,564.0,594.0,10,100,0,-1,1
18,36.666666666666664,58.0,-20.0,203.0,233.0,10,179,0,-1,1
19,14.666666666666666,88.66666666666667,-20.0,172.0,202.0,10,42,0,-1,0
20,6.666666666666667,13.333333333333334,-30.0,0.0,635.0,10,97,0,-1,1
21,124.66666666666667,94.66666666666667,-20.0,116.0,146.0,10,171,0,-1,0
22,76.0,81.33333333333333,10.0,213.0,243.0,10,0,193,105.37180453645185,1
23,52.0,79.33333333333333,30.0,72.0,102.0,10,0,273,7.632032862492513,0
