nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,133.33333333333334,133.33333333333334,40,0.0,3811.0,10,0,0,1.0,0
1,180.66666666666666,228.66666666666666,-10.0,2549.0,3562.0,10,130,0,-1,1
2,56.666666666666664,138.66666666666666,20.0,115.0,1104.0,10,0,298,48.22211770782966,1
3,54.666666666666664,119.33333333333333,-10.0,2894.0,3602.0,10,305,0,-1,1
4,88.0,114.66666666666667,10.0,1740.0,2444.0,10,0,656,1429.6458097446891,0
5,185.33333333333334,72.66666666666667,10.0,500.0,683.0,10,0,118,37.26413026024366,0
6,78.0,113.33333333333333,20.0,1399.0,2188.0,10,0,535,1320.5240459909833,0
7,64.0,75.33333333333333,20.0,567.0,1099.0,10,0,697,104.36171057246685,0
8,110.0,56.666666666666664,-20.0,1176.0,2320.0,10,265,0,-1,0
9,247.33333333333334,114.0,10.0,180.0,1141.0,10,0,212,10.59514969743137,0
10,94.0,70.0,-20.0,1605.0,2459.0,10,531,0,-1,0
11,100.0,51.333333333333336,-30.0,1394.0,2497.0,10,302,0,-1,0
12,50.0,138.66666666666666,-20.0,2181.0,3596.0,10,252,0,-1,0
13,191.33333333333334,155.33333333333334,-10.0,1435.0,2958.0,10,71,0,-1,0
14,75.33333333333333,61.333333333333336,30.0,138.0,1143.0,10,0,579,29.184668619600636,1
15,180.66666666666666,250.0,-30.0,988.0,1669.0,10,161,0,-1,0
16,134.0,137.33333333333334,20.0,6.0,744.0,10,0,246,0,0
17,234.66666666666666,194.0,-10.0,1454.0,2309.0,10,280,0,-1,0
18,245.33333333333334,83.33333333333333,10.0,980.0,1759.0,10,0,758,343.9713789212959,0
19,144.0,56.0,-30.0,1792.0,2612.0,10,590,0,-1,0
20,122.0,24.666666666666668,-30.0,2512.0,3558.0,10,764,0,-1,0
21,156.66666666666666,76.66666666666667,20.0,91.0,1089.0,10,0,349,4.404750863701077,0
22,182.0,230.0,-20.0,2534.0,3559.0,10,538,0,-1,0
23,100.0,118.66666666666667,-20.0,2580.0,3342.0,10,778,0,-1,0
24,126.66666666666667,124.0,40.0,547.0,1030.0,10,0,466,115.48500641624966,0
25,186.66666666666666,16.0,-20.0,2394.0,2591.0,10,99,0,-1,0
26,188.0,63.333333333333336,20.0,1870.0,2478.0,10,0,754,1609.54486146603,1
27,174.0,178.66666666666666,-20.0,2509.0,3272.0,10,36,0,-1,0
28,141.33333333333334,62.0,30.0,1126.0,2698.0,10,0,352,361.940664740022,0
29,152.0,108.0,30.0,1496.0,2240.0,10,0,533,684.4430293854366,0
30,252.66666666666666,90.66666666666667,-10.0,1180.0,2345.0,10,209,0,-1,0
31,48.0,147.33333333333334,20.0,1829.0,3376.0,10,0,43,1393.6034445314403,1
32,48.666666666666664,130.0,20.0,205.0,1356.0,10,0,343,52.71487242957915,0
33,234.0,181.33333333333334,10.0,2316.0,3252.0,10,0,554,1743.8076087320098,0
34,38.0,122.0,-10.0,1790.0,2778.0,10,680,0,-1,0
35,70.66666666666667,33.333333333333336,-10.0,997.0,1986.0,10,41,0,-1,0
36,176.0,168.66666666666666,20.0,904.0,1731.0,10,0,27,635.9119436720234,1
37,46.666666666666664,122.66666666666667,20.0,130.0,611.0,10,0,236,26.224815572170815,1
38,170.0,10.0,20.0,338.0,817.0,10,0,338,31.314612561159947,0
39,180.0,236.66666666666666,-10.0,2662.0,3238.0,10,272,0,-1,0
40,253.33333333333334,90.0,-30.0,1313.0,2393.0,10,184,0,-1,0
41,73.33333333333333,56.0,10.0,250.0,1341.0,10,0,35,107.73124613119198,0
42,236.66666666666666,128.0,10.0,155.0,1162.0,10,0,688,85.53283323772463,1
43,51.333333333333336,139.33333333333334,-20.0,2944.0,3591.0,10,31,0,-1,0
44,62.0,43.333333333333336,40.0,1637.0,2361.0,10,0,363,1479.5117761364954,0
45,122.0,104.0,-30.0,2998.0,3467.0,10,614,0,-1,1
46,121.33333333333333,52.0,30.0,2579.0,3089.0,10,0,293,894.857299923178,0
47,158.0,248.66666666666666,-20.0,345.0,794.0,10,589,0,-1,0
48,89.33333333333333,167.33333333333334,-30.0,2424.0,3339.0,10,522,0,-1,0
49,90.66666666666667,160.0,10.0,2047.0,2959.0,10,0,738,1011.0088991192204,1
50,178.0,83.33333333333333,20.0,980.0,1761.0,10,0,462,539.3165408102058,0
51,131.33333333333334,122.66666666666667,30.0,197.0,1005.0,10,0,178,44.85355325886404,0
52,111.33333333333333,104.0,20.0,2506.0,3162.0,10,0,666,403.64641604332843,0
53,178.66666666666666,82.66666666666667,-30.0,920.0,2004.0,10,437,0,-1,0
54,84.66666666666667,41.333333333333336,10.0,1073.0,1500.0,10,0,578,666.1963789486734,0
55,84.66666666666667,120.0,-30.0,739.0,1477.0,10,630,0,-1,0
56,84.66666666666667,233.33333333333334,10.0,631.0,1585.0,10,0,269,561.027321686484,0
57,97.33333333333333,248.66666666666666,-10.0,1710.0,2867.0,10,250,0,-1,0
58,44.666666666666664,72.66666666666667,-10.0,1264.0,2175.0,10,199,0,-1,0
59,80.66666666666667,154.66666666666666,10.0,1773.0,2638.0,10,0,500,282.93706036197256,0
60,89.33333333333333,130.0,20.0,554.0,904.0,10,0,142,120.17827080976035,0
