nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,133.33333333333334,133.33333333333334,40,0.0,6751.0,10,0,0,1.0,1
1,147.33333333333334,150.0,16.0,90.0,172.0,10,0,329,21.104765613747528,1
2,186.0,164.66666666666666,12.0,312.0,423.0,10,0,243,58.38112809874908,0
3,236.66666666666666,27.333333333333332,-29.0,3343.0,3489.0,10,97,0,-1,0
4,62.0,188.66666666666666,13.0,0.0,6606.0,10,0,253,0,0
5,108.66666666666667,138.0,-8.0,4480.0,4640.0,10,55,0,-1,0
6,242.66666666666666,36.666666666666664,17.0,0.0,6523.0,10,0,691,0,0
7,219.33333333333334,138.66666666666666,-17.0,5276.0,5379.0,10,627,0,-1,0
8,68.0,251.33333333333334,-19.0,3933.0,4062.0,10,476,0,-1,0
9,237.33333333333334,199.33333333333334,31.0,4216.0,4309.0,10,0,215,2357.055072544091,0
10,6.666666666666667,134.66666666666666,3.0,1298.0,1433.0,10,0,274,396.3084633324149,0
11,26.666666666666668,102.0,15.0,590.0,745.0,10,0,398,490.24383014838816,0
12,96.66666666666667,110.0,13.0,188.0,333.0,10,0,317,30.515598914273355,0
13,185.33333333333334,176.66666666666666,23.0,2584.0,2725.0,10,0,71,2415.0528876691665,0
14,225.33333333333334,9.333333333333334,-18.0,4814.0,4916.0,10,294,0,-1,0
15,8.666666666666666,111.33333333333333,42.0,717.0,884.0,10,0,642,399.97655139719046,0
16,119.33333333333333,83.33333333333333,4.0,251.0,372.0,10,0,677,120.10145822333108,0
17,129.33333333333334,28.666666666666668,-5.0,2862.0,3055.0,10,151,0,-1,0
18,238.66666666666666,174.0,-9.0,0.0,6572.0,10,189,0,-1,1
19,199.33333333333334,266.0,-18.0,3086.0,3222.0,10,542,0,-1,0
20,164.0,164.66666666666666,21.0,2688.0,2862.0,10,0,481,691.82819790542,0
21,228.66666666666666,239.33333333333334,26.0,0.0,6528.0,10,0,276,0,1
22,67.33333333333333,5.333333333333333,3.0,0.0,6525.0,10,0,252,0,0
23,201.33333333333334,182.66666666666666,15.0,0.0,6615.0,10,0,383,0,1
24,87.33333333333333,183.33333333333334,-25.0,2104.0,2247.0,10,79,0,-1,1
25,127.33333333333333,111.33333333333333,-13.0,3787.0,3946.0,10,465,0,-1,0
26,221.33333333333334,82.66666666666667,-17.0,1337.0,1453.0,10,497,0,-1,0
27,70.66666666666667,201.33333333333334,-10.0,501.0,609.0,10,291,0,-1,0
28,253.33333333333334,96.66666666666667,31.0,2092.0,2210.0,10,0,169,431.221224581369,0
29,222.66666666666666,66.66666666666667,-24.0,0.0,6574.0,10,52,0,-1,0
30,120.0,239.33333333333334,-11.0,3741.0,3910.0,10,780,0,-1,0
31,94.66666666666667,158.66666666666666,-28.0,4686.0,4854.0,10,722,0,-1,1
32,92.0,204.0,-21.0,3460.0,3571.0,10,419,0,-1,0
33,10.666666666666666,196.0,-16.0,1501.0,1643.0,10,678,0,-1,0
34,137.33333333333334,4.666666666666667,8.0,3168.0,3303.0,10,0,135,2150.9169692776595,0
35,199.33333333333334,205.33333333333334,-36.0,2234.0,2391.0,10,117,0,-1,0
36,228.66666666666666,223.33333333333334,-9.0,3441.0,3502.0,10,772,0,-1,0
37,90.0,256.0,-3.0,957.0,1114.0,10,76,0,-1,0
38,107.33333333333333,230.66666666666666,-8.0,4272.0,4298.0,10,172,0,-1,0
39,137.33333333333334,190.66666666666666,19.0,0.0,6655.0,10,0,247,0,0
40,104.0,2.6666666666666665,-19.0,864.0,940.0,10,474,0,-1,0
41,217.33333333333334,223.33333333333334,11.0,3946.0,4023.0,10,0,129,1295.8774927238471,1
42,54.666666666666664,52.0,20.0,0.0,6572.0,10,0,617,0,1
43,24.666666666666668,14.0,-45.0,3642.0,3748.0,10,713,0,-1,0
44,118.0,116.0,10.0,50.0,228.0,10,0,668,0,0
45,56.0,147.33333333333334,-15.0,4432.0,4511.0,10,453,0,-1,1
46,114.0,112.0,14.0,0.0,6698.0,10,0,748,0,0
47,138.0,123.33333333333333,1.0,4888.0,4995.0,10,0,804,4691.922744845429,0
48,61.333333333333336,170.0,30.0,0.0,6620.0,10,0,554,0,0
49,146.66666666666666,224.66666666666666,-21.0,1228.0,1388.0,10,440,0,-1,0
50,91.33333333333333,88.0,20.0,0.0,6649.0,10,0,56,0,0
51,228.0,102.66666666666667,25.0,1617.0,1703.0,10,0,245,641.9032496799515,1
52,235.33333333333334,43.333333333333336,24.0,1238.0,1328.0,10,0,29,483.4115300160252,1
53,46.666666666666664,154.0,-33.0,4391.0,4505.0,10,248,0,-1,0
54,52.666666666666664,63.333333333333336,-15.0,4887.0,5038.0,10,768,0,-1,0
55,234.66666666666666,202.0,8.0,4258.0,4440.0,10,0,5,2575.0021081683317,0
56,90.66666666666667,150.66666666666666,-20.0,3995.0,4105.0,10,50,0,-1,0
