nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,133.33333333333334,133.33333333333334,40,0.0,6751.0,10,0,0,1.0,1
1,147.33333333333334,150.0,16.0,32.0,272.0,10,0,625,0,0
2,186.0,164.66666666666666,12.0,248.0,488.0,10,0,680,59.671380700781626,0
3,236.66666666666666,27.333333333333332,9.0,3296.0,3536.0,10,0,346,2212.3410522301233,0
4,62.0,188.66666666666666,-23.0,0.0,6606.0,10,588,0,-1,0
5,108.66666666666667,138.0,-11.0,0.0,6704.0,10,500,0,-1,0
6,242.66666666666666,36.666666666666664,-31.0,0.0,6523.0,10,545,0,-1,0
7,219.33333333333334,138.66666666666666,-4.0,0.0,6612.0,10,106,0,-1,0
8,68.0,251.33333333333334,16.0,0.0,6539.0,10,0,591,0,0
9,237.33333333333334,199.33333333333334,-21.0,0.0,6557.0,10,401,0,-1,0
10,6.666666666666667,134.66666666666666,-7.0,0.0,6551.0,10,278,0,-1,0
11,26.666666666666668,102.0,15.0,0.0,6575.0,10,0,687,0,1
12,96.66666666666667,110.0,13.0,141.0,381.0,10,0,760,12.358058242134673,0
13,185.33333333333334,176.66666666666666,23.0,0.0,6640.0,10,0,483,0,0
14,225.33333333333334,9.333333333333334,-21.0,4745.0,4985.0,10,132,0,-1,0
15,8.666666666666666,111.33333333333333,42.0,0.0,6552.0,10,0,118,0,1
16,119.33333333333333,83.33333333333333,4.0,192.0,432.0,10,0,622,17.526199173387784,1
17,129.33333333333334,28.666666666666668,-5.0,2838.0,3078.0,10,208,0,-1,0
18,238.66666666666666,174.0,-20.0,0.0,6572.0,10,301,0,-1,0
19,199.33333333333334,266.0,-23.0,0.0,6519.0,10,49,0,-1,0
20,164.0,164.66666666666666,21.0,0.0,6676.0,10,0,30,0,0
21,228.66666666666666,239.33333333333334,-14.0,0.0,6528.0,10,81,0,-1,0
22,67.33333333333333,5.333333333333333,-18.0,0.0,6525.0,10,738,0,-1,0
23,201.33333333333334,182.66666666666666,-9.0,0.0,6615.0,10,329,0,-1,0
24,87.33333333333333,183.33333333333334,-21.0,0.0,6640.0,10,595,0,-1,1
25,127.33333333333333,111.33333333333333,-14.0,3746.0,3986.0,10,755,0,-1,0
26,221.33333333333334,82.66666666666667,-9.0,0.0,6589.0,10,607,0,-1,0
27,70.66666666666667,201.33333333333334,-3.0,435.0,675.0,10,733,0,-1,0
28,253.33333333333334,96.66666666666667,-22.0,0.0,6553.0,10,241,0,-1,1
29,222.66666666666666,66.66666666666667,-29.0,0.0,6574.0,10,781,0,-1,0
30,120.0,239.33333333333334,-21.0,0.0,6581.0,10,20,0,-1,0
31,94.66666666666667,158.66666666666666,3.0,0.0,6672.0,10,0,265,0,0
32,92.0,204.0,-9.0,3395.0,3635.0,10,493,0,-1,1
33,10.666666666666666,196.0,-18.0,1452.0,1692.0,10,115,0,-1,0
34,137.33333333333334,4.666666666666667,8.0,0.0,6548.0,10,0,494,0,1
35,199.33333333333334,205.33333333333334,-9.0,0.0,6595.0,10,429,0,-1,0
36,228.66666666666666,223.33333333333334,18.0,0.0,6545.0,10,0,442,0,0
37,90.0,256.0,13.0,916.0,1156.0,10,0,222,74.5292021056954,0
38,107.33333333333333,230.66666666666666,7.0,0.0,6590.0,10,0,141,0,0
39,137.33333333333334,190.66666666666666,19.0,0.0,6655.0,10,0,218,0,0
40,104.0,2.6666666666666665,25.0,782.0,1022.0,10,0,83,436.42728456952767,1
41,217.33333333333334,223.33333333333334,11.0,0.0,6557.0,10,0,395,0,1
42,54.666666666666664,52.0,20.0,0.0,6572.0,10,0,209,0,0
43,24.666666666666668,14.0,24.0,0.0,6499.0,10,0,474,0,0
44,118.0,116.0,-14.0,0.0,6707.0,10,46,0,-1,1
45,56.0,147.33333333333334,-14.0,4352.0,4592.0,10,68,0,-1,0
46,114.0,112.0,14.0,0.0,6698.0,10,0,44,0,0
47,138.0,123.33333333333333,-12.0,0.0,6725.0,10,464,0,-1,0
48,61.333333333333336,170.0,-16.0,0.0,6620.0,10,709,0,-1,1
49,146.66666666666666,224.66666666666666,23.0,1188.0,1428.0,10,0,19,422.62817511255327,0
50,91.33333333333333,88.0,-15.0,0.0,6649.0,10,526,0,-1,0
51,228.0,102.66666666666667,25.0,0.0,6592.0,10,0,323,0,1
52,235.33333333333334,43.333333333333336,24.0,1163.0,1403.0,10,0,303,1026.356794811857,0
53,46.666666666666664,154.0,-9.0,4328.0,4568.0,10,207,0,-1,1
54,52.666666666666664,63.333333333333336,22.0,0.0,6581.0,10,0,279,0,0
55,234.66666666666666,202.0,8.0,0.0,6558.0,10,0,432,0,0
56,90.66666666666667,150.66666666666666,-25.0,3930.0,4170.0,10,63,0,-1,0
57,162.0,139.33333333333334,-12.0,0.0,6698.0,10,776,0,-1,1
58,96.66666666666667,200.66666666666666,8.0,0.0,6626.0,10,0,598,0,0
59,169.33333333333334,0.0,-20.0,2631.0,2871.0,10,369,0,-1,1
60,206.66666666666666,242.0,20.0,0.0,6545.0,10,0,110,0,0
61,258.0,178.0,-2.0,3508.0,3748.0,10,188,0,-1,0
62,157.33333333333334,29.333333333333332,12.0,3035.0,3275.0,10,0,135,627.432974205573,1
63,62.666666666666664,178.66666666666666,25.0,1400.0,1640.0,10,0,56,148.48200752550812,0
64,56.0,195.33333333333334,11.0,0.0,6593.0,10,0,792,0,1
65,7.333333333333333,90.0,28.0,0.0,6542.0,10,0,706,0,0
66,186.66666666666666,3.3333333333333335,9.0,0.0,6531.0,10,0,651,0,0
67,176.66666666666666,84.66666666666667,35.0,271.0,511.0,10,0,413,95.08301566555284,0
68,172.66666666666666,190.0,14.0,0.0,6638.0,10,0,45,0,0
69,34.666666666666664,62.666666666666664,14.0,0.0,6559.0,10,0,72,0,0
70,185.33333333333334,147.33333333333334,-20.0,0.0,6661.0,10,136,0,-1,1
71,154.0,152.66666666666666,12.0,0.0,6699.0,10,0,434,0,0
72,112.0,66.66666666666667,-14.0,0.0,6637.0,10,69,0,-1,1
73,9.333333333333334,35.333333333333336,-18.0,0.0,6504.0,10,727,0,-1,0
74,158.0,172.66666666666666,-14.0,0.0,6672.0,10,365,0,-1,0
75,46.0,54.666666666666664,11.0,0.0,6565.0,10,0,604,0,0
76,128.0,194.0,3.0,0.0,6650.0,10,0,253,0,0
77,5.333333333333333,256.0,24.0,0.0,6476.0,10,0,504,0,1
78,244.66666666666666,240.66666666666666,-13.0,0.0,6510.0,10,299,0,-1,0
79,60.666666666666664,155.33333333333334,25.0,0.0,6628.0,10,0,283,0,1
80,83.33333333333333,116.66666666666667,20.0,0.0,6662.0,10,0,375,0,1
81,202.66666666666666,212.66666666666666,14.0,0.0,6583.0,10,0,21,0,0
82,160.66666666666666,183.33333333333334,18.0,0.0,6656.0,10,0,455,0,0
83,128.66666666666666,19.333333333333332,-25.0,0.0,6570.0,10,40,0,-1,1
84,53.333333333333336,261.3333333333333,16.0,0.0,6515.0,10,0,717,0,0
85,200.0,42.666666666666664,-19.0,0.0,6573.0,10,506,0,-1,1
86,218.0,7.333333333333333,-23.0,0.0,6514.0,10,116,0,-1,0
87,199.33333333333334,234.0,-19.0,0.0,6561.0,10,417,0,-1,1
88,207.33333333333334,229.33333333333334,26.0,0.0,6560.0,10,0,327,0,0
89,152.66666666666666,70.0,26.0,3361.0,3601.0,10,0,452,1068.2223959838468,0
90,241.33333333333334,138.0,-9.0,3123.0,3363.0,10,244,0,-1,0
91,229.33333333333334,102.66666666666667,-27.0,0.0,6590.0,10,592,0,-1,0
92,26.0,22.666666666666668,-25.0,0.0,6510.0,10,430,0,-1,0
93,45.333333333333336,166.66666666666666,14.0,0.0,6600.0,10,0,235,0,0
94,178.66666666666666,148.66666666666666,-24.0,0.0,6670.0,10,750,0,-1,0
95,77.33333333333333,130.0,-38.0,0.0,6657.0,10,632,0,-1,0
96,234.66666666666666,104.0,6.0,3531.0,3771.0,10,0,296,1703.1375652667616,0
97,208.66666666666666,42.666666666666664,29.0,0.0,6565.0,10,0,715,0,0
98,250.0,196.0,-3.0,0.0,6543.0,10,421,0,-1,0
99,260.6666666666667,173.33333333333334,-9.0,0.0,6541.0,10,189,0,-1,0
100,222.66666666666666,124.0,1.0,0.0,6607.0,10,0,444,0,0
101,56.0,137.33333333333334,22.0,0.0,6625.0,10,0,251,0,0
102,8.0,26.666666666666668,20.0,2400.0,2640.0,10,0,307,696.5872351663743,0
103,130.0,98.66666666666667,19.0,0.0,6689.0,10,0,184,0,0
104,254.0,96.0,18.0,0.0,6552.0,10,0,169,0,1
105,213.33333333333334,140.66666666666666,-17.0,0.0,6621.0,10,684,0,-1,0
106,205.33333333333334,118.66666666666667,4.0,1533.0,1773.0,10,0,7,611.8171862990604,0
107,250.66666666666666,136.66666666666666,-17.0,0.0,6565.0,10,498,0,-1,0
108,171.33333333333334,65.33333333333333,8.0,1294.0,1534.0,10,0,239,895.78013179502,0
109,74.0,2.6666666666666665,12.0,1982.0,2222.0,10,0,771,1591.821843865917,0
110,220.0,206.66666666666666,-20.0,0.0,6571.0,10,60,0,-1,0
111,203.33333333333334,170.0,-12.0,1184.0,1424.0,10,433,0,-1,0
112,93.33333333333333,258.0,-18.0,0.0,6545.0,10,292,0,-1,0
113,109.33333333333333,53.333333333333336,-18.0,4674.0,4914.0,10,294,0,-1,0
114,180.66666666666666,247.33333333333334,15.0,0.0,6556.0,10,0,386,0,0
115,2.6666666666666665,186.66666666666666,18.0,0.0,6530.0,10,0,33,0,0
116,231.33333333333334,39.333333333333336,23.0,0.0,6538.0,10,0,86,0,0
117,98.0,250.66666666666666,-22.0,0.0,6558.0,10,757,0,-1,1
118,49.333333333333336,142.0,-42.0,0.0,6615.0,10,15,0,-1,0
119,36.0,227.33333333333334,19.0,0.0,6539.0,10,0,491,0,0
120,202.0,238.66666666666666,37.0,0.0,6553.0,10,0,320,0,1
121,14.0,54.666666666666664,-9.0,3307.0,3547.0,10,441,0,-1,0
122,252.66666666666666,84.0,-23.0,0.0,6548.0,10,708,0,-1,0
123,265.3333333333333,172.0,-4.0,0.0,6535.0,10,557,0,-1,0
124,101.33333333333333,240.66666666666666,-24.0,0.0,6573.0,10,405,0,-1,0
125,264.6666666666667,174.0,-18.0,0.0,6535.0,10,128,0,-1,0
126,166.66666666666666,226.66666666666666,-17.0,0.0,6593.0,10,167,0,-1,0
127,110.66666666666667,123.33333333333333,-12.0,0.0,6704.0,10,317,0,-1,1
128,196.0,122.66666666666667,18.0,0.0,6646.0,10,0,125,0,0
129,202.0,172.0,-28.0,0.0,6623.0,10,343,0,-1,0
130,58.0,252.0,-4.0,1409.0,1649.0,10,415,0,-1,0
131,166.66666666666666,122.0,-20.0,0.0,6689.0,10,778,0,-1,1
132,256.0,48.0,21.0,3913.0,4153.0,10,0,14,366.79439535434267,1
133,65.33333333333333,71.33333333333333,-26.0,0.0,6603.0,10,736,0,-1,0
134,37.333333333333336,64.66666666666667,19.0,0.0,6564.0,10,0,149,0,0
135,150.0,35.333333333333336,-12.0,4269.0,4509.0,10,62,0,-1,1
136,186.66666666666666,149.33333333333334,20.0,0.0,6658.0,10,0,70,0,1
137,138.66666666666666,57.333333333333336,2.0,0.0,6627.0,10,0,676,0,0
138,263.3333333333333,111.33333333333333,-26.0,0.0,6544.0,10,439,0,-1,0
139,143.33333333333334,173.33333333333334,9.0,0.0,6680.0,10,0,485,0,0
140,29.333333333333332,184.66666666666666,-31.0,0.0,6568.0,10,658,0,-1,0
141,116.0,219.33333333333334,-7.0,0.0,6610.0,10,38,0,-1,0
142,253.33333333333334,260.0,-20.0,0.0,6480.0,10,559,0,-1,0
143,80.0,113.33333333333333,24.0,0.0,6656.0,10,0,480,0,1
144,182.0,78.66666666666667,34.0,0.0,6632.0,10,0,720,0,1
145,68.66666666666667,102.66666666666667,-31.0,0.0,6634.0,10,555,0,-1,1
146,120.0,10.0,-19.0,0.0,6555.0,10,297,0,-1,0
147,247.33333333333334,264.0,5.0,0.0,6481.0,10,0,742,0,1
148,112.66666666666667,234.66666666666666,-24.0,0.0,6586.0,10,703,0,-1,0
149,52.0,56.666666666666664,-19.0,0.0,6574.0,10,134,0,-1,0
150,150.66666666666666,252.0,-43.0,1376.0,1616.0,10,192,0,-1,0
151,238.0,134.66666666666666,5.0,0.0,6584.0,10,0,163,0,0
152,45.333333333333336,95.33333333333333,-24.0,0.0,6598.0,10,759,0,-1,0
153,256.0,165.33333333333334,35.0,827.0,1067.0,10,0,305,107.10819276540201,0
154,260.6666666666667,28.0,-26.0,0.0,6494.0,10,686,0,-1,1
155,178.0,196.66666666666666,-8.0,2865.0,3105.0,10,655,0,-1,0
156,233.33333333333334,87.33333333333333,12.0,0.0,6576.0,10,0,178,0,0
157,3.3333333333333335,230.0,-16.0,4782.0,5022.0,10,262,0,-1,0
158,132.66666666666666,30.0,26.0,0.0,6586.0,10,0,230,0,0
159,110.66666666666667,76.66666666666667,-16.0,0.0,6650.0,10,399,0,-1,0
160,68.66666666666667,240.66666666666666,-13.0,0.0,6554.0,10,499,0,-1,0
161,159.33333333333334,168.0,20.0,0.0,6676.0,10,0,348,0,1
162,1.3333333333333333,2.0,-20.0,3117.0,3357.0,10,359,0,-1,0
163,223.33333333333334,134.66666666666666,-5.0,3257.0,3497.0,10,151,0,-1,0
164,105.33333333333333,80.66666666666667,17.0,0.0,6652.0,10,0,382,0,0
165,213.33333333333334,16.0,-2.0,3971.0,4211.0,10,691,0,-1,1
166,110.66666666666667,12.666666666666666,11.0,0.0,6557.0,10,0,414,0,0
167,217.33333333333334,249.33333333333334,17.0,0.0,6527.0,10,0,126,0,0
168,211.33333333333334,160.0,16.0,1157.0,1397.0,10,0,634,5.1817323414691225,0
169,238.0,98.0,-18.0,0.0,6576.0,10,104,0,-1,0
170,21.333333333333332,52.0,23.0,0.0,6534.0,10,0,777,0,0
171,26.666666666666668,224.0,9.0,4761.0,5001.0,10,0,440,1748.768165714107,0
172,34.666666666666664,167.33333333333334,8.0,0.0,6585.0,10,0,336,0,1
173,26.666666666666668,209.33333333333334,7.0,0.0,6545.0,10,0,663,0,1
174,155.33333333333334,66.66666666666667,26.0,0.0,6636.0,10,0,180,0,1
175,52.0,129.33333333333334,2.0,0.0,6619.0,10,0,805,0,0
176,73.33333333333333,234.0,-14.0,0.0,6566.0,10,339,0,-1,0
177,214.0,191.33333333333334,12.0,0.0,6592.0,10,0,786,0,1
178,246.0,78.66666666666667,-12.0,4148.0,4388.0,10,156,0,-1,1
