nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,133.33333333333334,133.33333333333334,40,0.0,1688.0,10,0,0,1.0,0
1,214.0,191.33333333333334,-20.0,591.0,621.0,10,658,0,-1,1
2,82.0,117.33333333333333,-18.0,1170.0,1200.0,10,78,0,-1,0
3,156.0,13.333333333333334,-8.0,0.0,1495.0,10,624,0,-1,0
4,170.66666666666666,256.6666666666667,5.0,0.0,1485.0,10,0,648,0,0
5,72.0,266.0,23.0,219.0,249.0,10,0,367,100.87943138214033,0
6,202.0,172.0,-19.0,0.0,1560.0,10,312,0,-1,0
7,98.66666666666667,62.666666666666664,-15.0,838.0,868.0,10,692,0,-1,0
8,23.333333333333332,158.66666666666666,32.0,191.0,221.0,10,0,445,63.481182045369565,0
9,237.33333333333334,148.66666666666666,28.0,0.0,1521.0,10,0,280,0,0
10,232.66666666666666,216.0,33.0,538.0,568.0,10,0,454,57.83215611302569,0
11,19.333333333333332,6.0,-18.0,0.0,1422.0,10,616,0,-1,0
12,14.0,54.666666666666664,26.0,0.0,1464.0,10,0,490,0,0
13,97.33333333333333,213.33333333333334,22.0,0.0,1547.0,10,0,90,0,1
14,224.66666666666666,54.0,22.0,713.0,743.0,10,0,352,440.41251534397634,1
15,106.66666666666667,208.66666666666666,8.0,859.0,889.0,10,0,829,697.0793523429901,0
16,158.0,162.0,9.0,0.0,1622.0,10,0,682,0,1
17,228.66666666666666,89.33333333333333,-28.0,1009.0,1039.0,10,770,0,-1,0
18,8.666666666666666,39.333333333333336,-29.0,0.0,1444.0,10,779,0,-1,0
19,82.0,20.0,-12.0,0.0,1492.0,10,571,0,-1,0
20,104.0,21.333333333333332,-25.0,0.0,1505.0,10,585,0,-1,1
21,240.66666666666666,129.33333333333334,-1.0,0.0,1517.0,10,111,0,-1,0
22,220.0,206.66666666666666,-9.0,0.0,1508.0,10,368,0,-1,0
23,217.33333333333334,223.33333333333334,11.0,0.0,1494.0,10,0,496,0,1
24,139.33333333333334,188.66666666666666,24.0,617.0,647.0,10,0,737,406.21942404714196,0
25,178.0,147.33333333333334,-8.0,587.0,617.0,10,613,0,-1,0
26,38.0,82.66666666666667,-29.0,161.0,191.0,10,404,0,-1,0
27,186.66666666666666,3.3333333333333335,9.0,0.0,1468.0,10,0,153,0,0
28,61.333333333333336,158.66666666666666,-16.0,1214.0,1244.0,10,435,0,-1,0
29,34.0,136.66666666666666,26.0,0.0,1529.0,10,0,301,0,1
30,246.0,4.0,-13.0,0.0,1421.0,10,407,0,-1,0
31,87.33333333333333,59.333333333333336,26.0,140.0,170.0,10,0,40,79.34760030423266,0
32,239.33333333333334,104.66666666666667,5.0,0.0,1514.0,10,0,414,0,0
33,130.0,98.66666666666667,-19.0,1326.0,1356.0,10,223,0,-1,0
34,159.33333333333334,168.0,-22.0,1332.0,1362.0,10,106,0,-1,0
35,218.66666666666666,5.333333333333333,36.0,0.0,1448.0,10,0,416,0,0
36,108.0,210.66666666666666,-3.0,0.0,1556.0,10,553,0,-1,0
37,122.66666666666667,155.33333333333334,-41.0,0.0,1642.0,10,519,0,-1,0
38,19.333333333333332,57.333333333333336,-14.0,570.0,600.0,10,163,0,-1,0
39,226.66666666666666,184.0,-2.0,868.0,898.0,10,105,0,-1,0
40,86.0,35.333333333333336,-26.0,751.0,781.0,10,31,0,-1,0
41,221.33333333333334,82.66666666666667,22.0,334.0,364.0,10,0,676,23.72682139388683,0
42,36.666666666666664,76.66666666666667,8.0,0.0,1510.0,10,0,140,0,0
43,262.0,164.0,14.0,508.0,538.0,10,0,447,388.700370912074,1
44,232.0,212.66666666666666,29.0,0.0,1489.0,10,0,57,0,0
45,240.66666666666666,191.33333333333334,-5.0,256.0,286.0,10,370,0,-1,0
46,10.666666666666666,76.0,26.0,723.0,753.0,10,0,745,108.36174172989969,0
47,235.33333333333334,43.333333333333336,24.0,0.0,1474.0,10,0,207,0,0
48,48.666666666666664,84.0,-16.0,419.0,449.0,10,412,0,-1,0
49,60.666666666666664,40.666666666666664,-18.0,1472.0,1502.0,10,512,0,-1,0
50,78.0,98.66666666666667,14.0,97.0,127.0,10,0,415,22.126259329475097,0
51,40.0,212.66666666666666,29.0,255.0,285.0,10,0,289,109.70007202741938,0
52,162.66666666666666,33.333333333333336,-19.0,0.0,1522.0,10,457,0,-1,0
53,52.666666666666664,63.333333333333336,22.0,1226.0,1256.0,10,0,222,942.6221164274286,1
54,170.0,53.333333333333336,11.0,520.0,550.0,10,0,828,346.5863549593648,0
55,212.66666666666666,76.66666666666667,16.0,0.0,1532.0,10,0,365,0,0
56,23.333333333333332,106.66666666666667,13.0,1017.0,1047.0,10,0,626,858.5298251712086,0
57,238.66666666666666,206.0,-29.0,856.0,886.0,10,44,0,-1,0
58,154.66666666666666,87.33333333333333,20.0,0.0,1602.0,10,0,831,0,0
59,107.33333333333333,82.66666666666667,17.0,0.0,1593.0,10,0,398,0,0
60,56.666666666666664,85.33333333333333,18.0,0.0,1543.0,10,0,763,0,0
61,140.66666666666666,102.0,-17.0,56.0,86.0,10,725,0,-1,0
62,101.33333333333333,240.66666666666666,18.0,0.0,1510.0,10,0,101,0,0
63,218.0,76.66666666666667,-34.0,303.0,333.0,10,396,0,-1,0
64,100.66666666666667,154.0,10.0,79.0,109.0,10,0,186,17.503830138941698,0
65,140.0,196.0,-7.0,0.0,1584.0,10,759,0,-1,0
