nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,133.33333333333334,133.33333333333334,40,0.0,1573.0,10,0,0,1.0,0
1,162.66666666666666,37.333333333333336,-29.0,602.0,751.0,10,376,0,-1,0
2,163.33333333333334,70.66666666666667,20.0,104.0,220.0,10,0,272,43.90183748800536,0
3,155.33333333333334,142.66666666666666,10.0,35.0,207.0,10,0,396,0,1
4,263.3333333333333,226.66666666666666,-10.0,240.0,374.0,10,397,0,-1,1
5,152.66666666666666,247.33333333333334,7.0,961.0,1095.0,10,0,833,451.01406849431356,0
6,256.0,165.33333333333334,35.0,190.0,352.0,10,0,336,54.51773536922214,1
7,184.66666666666666,108.66666666666667,-24.0,113.0,250.0,10,523,0,-1,0
8,34.666666666666664,62.666666666666664,-20.0,1104.0,1210.0,10,220,0,-1,0
9,59.333333333333336,101.33333333333333,-20.0,120.0,228.0,10,306,0,-1,0
10,145.33333333333334,189.33333333333334,20.0,166.0,264.0,10,0,474,81.63361676407177,1
11,226.66666666666666,184.0,43.0,798.0,967.0,10,0,731,87.67292824389877,1
12,137.33333333333334,70.66666666666667,33.0,236.0,371.0,10,0,241,26.098337384224976,0
13,250.0,164.66666666666666,-20.0,181.0,297.0,10,466,0,-1,0
14,75.33333333333333,119.33333333333333,10.0,141.0,281.0,10,0,26,55.108181222994595,0
15,232.0,186.66666666666666,10.0,174.0,290.0,10,0,64,96.38543570983109,0
16,148.66666666666666,248.0,30.0,190.0,312.0,10,0,150,36.03469045708965,0
17,240.66666666666666,191.33333333333334,13.0,189.0,353.0,10,0,765,114.28799891427602,0
18,4.0,41.333333333333336,-10.0,863.0,961.0,10,308,0,-1,0
19,24.666666666666668,264.6666666666667,-22.0,800.0,881.0,10,318,0,-1,0
20,242.66666666666666,18.0,20.0,271.0,369.0,10,0,612,97.73765923774454,0
21,9.333333333333334,134.0,-10.0,186.0,300.0,10,30,0,-1,1
22,216.66666666666666,196.0,-21.0,1094.0,1227.0,10,126,0,-1,0
23,27.333333333333332,254.66666666666666,-30.0,241.0,319.0,10,508,0,-1,0
24,216.66666666666666,86.66666666666667,19.0,998.0,1108.0,10,0,422,401.60498550024295,1
25,256.0,31.333333333333332,-20.0,1044.0,1169.0,10,196,0,-1,1
26,77.33333333333333,120.66666666666667,-10.0,155.0,318.0,10,14,0,-1,0
