nid,x,y,demand,ready_time,due_time,service_time,pid,did,time,drone
0,46.666666666666664,46.666666666666664,10,0.0,3598.0,10,0,0,1.0,1
1,25.333333333333332,70.0,20.0,2318.0,3457.0,10,0,85,774.4668931480145,0
2,66.66666666666667,3.3333333333333335,20.0,523.0,973.0,10,0,90,28.13253717047378,0
3,74.0,52.0,10.0,892.0,1310.0,10,0,161,497.45531553280586,1
4,64.0,41.333333333333336,10.0,2118.0,3481.0,10,0,23,1027.7058334999124,0
5,81.33333333333333,7.333333333333333,30.0,1476.0,2528.0,10,0,83,689.884370868035,1
6,62.666666666666664,12.0,-10.0,111.0,595.0,10,144,0,-1,0
7,40.0,59.333333333333336,-30.0,2335.0,3019.0,10,30,0,-1,0
8,44.666666666666664,82.0,-20.0,527.0,1445.0,10,39,0,-1,0
9,66.0,35.333333333333336,20.0,1216.0,2579.0,10,0,146,841.9845074481113,0
10,17.333333333333332,16.0,-20.0,63.0,1177.0,10,67,0,-1,0
11,62.0,40.666666666666664,-10.0,2000.0,3484.0,10,195,0,-1,0
12,18.0,21.333333333333332,20.0,684.0,1894.0,10,0,81,407.96761940744557,1
13,16.666666666666668,20.666666666666668,20.0,764.0,1630.0,10,0,73,368.946970789694,0
14,65.33333333333333,24.0,10.0,2647.0,3464.0,10,0,36,30.90303779438728,0
15,67.33333333333333,45.333333333333336,10.0,369.0,1625.0,10,0,147,294.43265946849453,0
16,32.666666666666664,32.0,-20.0,1232.0,1733.0,10,70,0,-1,0
17,37.333333333333336,63.333333333333336,-20.0,2263.0,2898.0,10,60,0,-1,0
18,9.333333333333334,71.33333333333333,-10.0,384.0,1447.0,10,26,0,-1,1
19,65.33333333333333,30.666666666666668,20.0,1532.0,2456.0,10,0,156,895.3877276993354,0
20,87.33333333333333,2.6666666666666665,40.0,1393.0,2041.0,10,0,194,57.946058295042334,0
21,62.666666666666664,59.333333333333336,-30.0,2458.0,3292.0,10,102,0,-1,1
22,46.666666666666664,75.33333333333333,30.0,985.0,1776.0,10,0,177,168.7166919963409,1
23,62.666666666666664,39.333333333333336,-10.0,2862.0,3302.0,10,4,0,-1,0
24,42.666666666666664,39.333333333333336,10.0,1465.0,2535.0,10,0,170,618.41701967076,0
25,74.66666666666667,2.0,10.0,975.0,1875.0,10,0,145,759.1386784423837,0
26,13.333333333333334,72.0,10.0,370.0,1268.0,10,0,18,26.302278173149237,0
27,6.666666666666667,78.66666666666667,20.0,908.0,2284.0,10,0,135,363.8138093028231,1
28,50.666666666666664,43.333333333333336,40.0,7.0,558.0,10,0,196,0,0
29,68.66666666666667,8.0,-10.0,126.0,1175.0,10,184,0,-1,0
30,29.333333333333332,41.333333333333336,30.0,587.0,1806.0,10,0,7,342.69812013203125,0
31,64.0,92.0,-20.0,1358.0,2778.0,10,97,0,-1,0
32,18.0,29.333333333333332,-10.0,928.0,2043.0,10,86,0,-1,0
33,14.0,18.666666666666668,40.0,1027.0,1177.0,10,0,120,855.5075580064981,0
34,17.333333333333332,60.666666666666664,10.0,2127.0,3460.0,10,0,68,1171.0835221820182,0
35,65.33333333333333,50.0,10.0,289.0,1317.0,10,0,189,150.49149407461962,0
36,46.0,32.0,-10.0,3164.0,3235.0,10,14,0,-1,1
37,12.666666666666666,77.33333333333333,10.0,1330.0,2863.0,10,0,124,573.5705124736054,0
38,40.0,74.0,10.0,468.0,544.0,10,0,134,377.7348552514489,0
39,36.0,68.0,20.0,72.0,554.0,10,0,8,7.528420504779719,1
40,42.0,68.66666666666667,20.0,33.0,411.0,10,0,119,0,0
41,60.666666666666664,60.666666666666664,10.0,29.0,1319.0,10,0,155,0,0
42,51.333333333333336,10.0,10.0,55.0,1080.0,10,0,110,0,1
43,51.333333333333336,78.0,30.0,1197.0,2126.0,10,0,154,101.67266090424069,0
44,76.66666666666667,27.333333333333332,-30.0,2237.0,3299.0,10,142,0,-1,0
45,8.0,22.0,10.0,621.0,1201.0,10,0,103,420.46276011662184,0
46,29.333333333333332,54.666666666666664,-30.0,457.0,1307.0,10,63,0,-1,0
47,78.0,36.666666666666664,20.0,1064.0,1764.0,10,0,175,80.33300329229341,0
48,77.33333333333333,6.666666666666667,20.0,777.0,1695.0,10,0,158,411.56392724856016,0
49,38.0,51.333333333333336,-20.0,1903.0,2497.0,10,89,0,-1,0
50,19.333333333333332,24.0,-20.0,851.0,2317.0,10,59,0,-1,0
51,60.0,60.666666666666664,-30.0,2529.0,3410.0,10,87,0,-1,0
52,41.333333333333336,48.666666666666664,-10.0,2783.0,3500.0,10,84,0,-1,0
53,4.0,80.66666666666667,20.0,1533.0,1849.0,10,0,121,244.55375716819492,0
54,70.0,32.666666666666664,-20.0,1730.0,3079.0,10,186,0,-1,0
55,18.666666666666668,76.66666666666667,-10.0,2075.0,2894.0,10,113,0,-1,0
56,2.6666666666666665,91.33333333333333,30.0,1216.0,2380.0,10,0,88,1152.5300987656672,0
57,7.333333333333333,66.66666666666667,-10.0,436.0,1590.0,10,140,0,-1,1
58,44.666666666666664,56.0,30.0,2524.0,3390.0,10,0,66,1908.8586763876108,0
59,15.333333333333334,14.666666666666666,20.0,196.0,679.0,10,0,50,82.19445598218968,0
60,27.333333333333332,42.666666666666664,20.0,756.0,1450.0,10,0,17,555.5292674844857,1
61,37.333333333333336,37.333333333333336,-20.0,868.0,2299.0,10,99,0,-1,0
62,53.333333333333336,26.666666666666668,-30.0,1470.0,2115.0,10,108,0,-1,0
63,40.0,44.0,30.0,10.0,804.0,10,0,46,0,0
64,10.666666666666666,60.0,20.0,57.0,1026.0,10,0,164,0,1
65,69.33333333333333,54.666666666666664,-40.0,217.0,1191.0,10,188,0,-1,0
66,42.666666666666664,52.0,-30.0,2269.0,3498.0,10,58,0,-1,0
67,31.333333333333332,24.0,20.0,41.0,285.0,10,0,10,0,1
68,30.666666666666668,53.333333333333336,-10.0,2424.0,3482.0,10,34,0,-1,1
69,57.333333333333336,82.66666666666667,-30.0,1303.0,2419.0,10,150,0,-1,0
70,32.0,48.0,20.0,155.0,1220.0,10,0,16,73.64189176448322,1
71,80.66666666666667,6.0,10.0,1273.0,2364.0,10,0,193,1007.938913947641,0
72,40.0,34.666666666666664,20.0,1172.0,2185.0,10,0,179,243.22306391424524,0
73,16.666666666666668,30.666666666666668,-20.0,658.0,2128.0,10,13,0,-1,0
74,17.333333333333332,10.0,-30.0,1715.0,2443.0,10,93,0,-1,0
75,65.33333333333333,77.33333333333333,30.0,1955.0,3198.0,10,0,168,1843.713193583277,0
76,44.0,87.33333333333333,10.0,256.0,1521.0,10,0,163,30.081288219530038,0
77,10.0,20.0,20.0,714.0,1296.0,10,0,139,458.6738278655532,1
78,44.0,78.0,30.0,744.0,1421.0,10,0,98,482.4083704067272,0
79,74.0,46.666666666666664,-10.0,2661.0,2919.0,10,199,0,-1,0
80,82.0,12.666666666666666,-10.0,1749.0,2833.0,10,143,0,-1,1
81,11.333333333333334,12.0,-20.0,1946.0,2595.0,10,12,0,-1,0
82,38.0,58.0,-10.0,2127.0,2838.0,10,117,0,-1,0
83,68.0,22.0,-30.0,2794.0,3339.0,10,5,0,-1,0
84,4.666666666666667,75.33333333333333,10.0,1076.0,1926.0,10,0,52,1001.220472429024,0
85,24.666666666666668,76.66666666666667,-20.0,2388.0,2778.0,10,1,0,-1,0
86,11.333333333333334,16.666666666666668,10.0,69.0,1411.0,10,0,32,1.238727068692359,0
87,55.333333333333336,70.0,30.0,2135.0,2620.0,10,0,51,1395.6821884613184,0
88,34.0,76.66666666666667,-30.0,2152.0,3222.0,10,56,0,-1,0
89,64.0,36.666666666666664,20.0,1318.0,2100.0,10,0,49,435.4503337881537,1
90,74.66666666666667,1.3333333333333333,-20.0,772.0,2261.0,10,2,0,-1,0
91,77.33333333333333,15.333333333333334,-20.0,1921.0,3217.0,10,190,0,-1,0
92,38.0,46.666666666666664,10.0,1655.0,2551.0,10,0,165,403.9277804804879,0
93,10.0,15.333333333333334,30.0,518.0,736.0,10,0,74,428.1719939804525,0
94,30.0,45.333333333333336,-30.0,204.0,799.0,10,173,0,-1,0
95,12.666666666666666,27.333333333333332,-20.0,2828.0,3303.0,10,152,0,-1,0
96,25.333333333333332,10.666666666666666,10.0,1219.0,2173.0,10,0,129,20.942165438213664,0
97,54.0,90.0,20.0,1801.0,2125.0,10,0,31,1555.5920599022772,0
98,41.333333333333336,85.33333333333333,-30.0,212.0,1375.0,10,78,0,-1,0
99,32.666666666666664,46.666666666666664,20.0,21.0,1288.0,10,0,61,0,0
100,16.0,12.666666666666666,-20.0,1931.0,2417.0,10,141,0,-1,0
101,79.33333333333333,13.333333333333334,10.0,2031.0,2919.0,10,0,106,1001.2992019472493,0
102,41.333333333333336,83.33333333333333,30.0,304.0,1096.0,10,0,21,99.97837962196854,0
103,19.333333333333332,6.666666666666667,-10.0,1617.0,2170.0,10,45,0,-1,1
104,8.666666666666666,53.333333333333336,30.0,57.0,825.0,10,0,122,0,0
105,43.333333333333336,48.666666666666664,-10.0,2985.0,3500.0,10,171,0,-1,0
106,72.66666666666667,16.666666666666668,-10.0,1981.0,3449.0,10,101,0,-1,0
107,60.666666666666664,47.333333333333336,10.0,21.0,1437.0,10,0,197,0,0
108,31.333333333333332,38.0,30.0,813.0,1772.0,10,0,62,77.9977661665421,0
109,6.0,28.0,-20.0,2705.0,2834.0,10,182,0,-1,0
110,64.0,15.333333333333334,-10.0,139.0,376.0,10,42,0,-1,0
111,17.333333333333332,68.0,-20.0,2793.0,3188.0,10,180,0,-1,1
112,2.6666666666666665,10.0,20.0,2405.0,2537.0,10,0,202,176.61515034000473,0
113,2.0,65.33333333333333,10.0,746.0,1476.0,10,0,55,546.9730603895217,0
114,23.333333333333332,58.666666666666664,-10.0,2746.0,3469.0,10,169,0,-1,0
115,12.0,71.33333333333333,-10.0,507.0,764.0,10,137,0,-1,0
116,63.333333333333336,45.333333333333336,-20.0,576.0,1226.0,10,136,0,-1,0
117,38.666666666666664,56.666666666666664,10.0,1962.0,2818.0,10,0,82,650.5779783268302,0
118,7.333333333333333,15.333333333333334,-10.0,271.0,1170.0,10,132,0,-1,1
119,40.666666666666664,71.33333333333333,-20.0,201.0,623.0,10,40,0,-1,0
